,Abstractive,Lex-t5,Original
423,"And in that time we prototyped and built, in about three days, a system that would allow anybody with a mobile phone to send in information and reports on what was happening around them. It was a mash-up that used data that we collected from people, and we put it on our map. We needed to take what we had built and create a platform out of it so that it could be used elsewhere in the world. And so there is a team of developers from all over Africa, who are part of this team now -- from Ghana, from Malawi, from Kenya. And so we build for it in Africa first and then we move to the edges. We're seeing this in events like Mumbai recently, where it's so much easier to report now than it is to consume it. There is so much information; what do you do? So what we find is that there is this great deal of wasted crisis information because there is just too much information for us to actually do anything with right now. How do we deal with that information that is coming in? This is the kind of innovation that is, quite frankly -- it's interesting that it's coming from Africa.","a team of developers from all over africa are part of this team. they build for it in Africa first and then we move to the edges. there is a great deal of wasted crisis information, they say.","At TEDU 2009, Erik Hersman presents the remarkable story of Ushahidi, a GoogleMap mashup that allowed Kenyans to report and track violence via cell phone texts following the 2008 elections, and has evolved to continue saving lives in other countries."
424,"These are, most of these are from a monthly page I do in and architecture and design magazine called Metropolis. And the first story is called ""The Faulty Switch."" (Laughter) This sound colors our first impression of any room; it can't be helped. The sound made flicking a wall switch off is of a completely different nature. Children don't like it. That's the end of that. So buried in signage are these structures, that it often takes a moment to distinguish the modern specially constructed taxpayer from its neighbor: the small commercial building from an earlier century, whose upper floors have been sealed, and whose groundfloor space now functions as a taxpayer. (Laughter) And the next story is called, ""On the Human Lap."" You were late for school again this morning. On a crowded bus there was always a lap to sit on.","""on the human lap,"" ""on the human lap,"" ""on the crowded bus"" are some of my favorite stories. the first story is called ""The Faulty Switch,"" ""the sound made flicking a wall switch off"" the next story is called, ""On the Human Lap""","In this captivating talk from the TED archive, cartoonist Ben Katchor reads from his comic strips. These perceptive, surreal stories find the profound hopes and foibles of history (and modern New York) preserved in objects like light switches and signs."
425,"Now all of this has been tremendous for the world. Now this is not new. But what is new is that the greater function of ideas is going to drive growth even more than ever before. But in this century China is coming on line. This is China. Now think what this means. We need a greater demand for ideas -- those larger markets I was talking about earlier -- and a greater supply of ideas for the world. 1500 to 1800: maybe a little bit of economic growth, but less in a century than you expect to see in a year today. Now let's imagine that you were an economist in 1929, trying to forecast future growth for the United States, not knowing that the economy was about to go off a cliff, not knowing that we were about to enter the greatest economic disaster certainly in the 20th century. (Laughter) And there is some truth to this, in the sense that we have something of a finite resource, and increased growth is going to push up demand for that.","david frum: in this century China is coming on line. we need a greater demand for ideas. he says we have something of a finite resource, and increased growth is going to push up demand. frum: we need a greater supply of ideas for the world. we need a greater supply of ideas.","The ""dismal science"" truly shines in this optimistic talk, as economist Alex Tabarrok argues free trade and globalization are shaping our once-divided world into a community of idea-sharing more healthy, happy and prosperous than anyone's predictions."
426,"It's all about change. And so they also account for development of defective processing in a substantial population of children who are more limited, as a consequence, in their language abilities at an older age. You can look down in the brain of an animal that's engaged in a specific skill, and you can witness or document this change on a variety of levels. Monkey has like you have. Think about the changes that occur in the brain of a child through the course of acquiring their movement behavior abilities in general. We now have a large body of literature that demonstrates that the fundamental problem that occurs in the majority of children that have early language impairments, and that are going to struggle to learn to read, is that their language processor is created in a defective form. And the native language for a child with such a brain is degraded. A way to think about this is you can actually re-refine the processing capacity of the machinery by changing it. This is from about 3,000 children. You can see that most of the children on the left side of the distribution are moving into the middle or the right.",children with early language impairments have a defective language processor. re-refine the processing capacity of the machinery by changing it. monkey has like you have.,Neuroscientist Michael Merzenich looks at one of the secrets of the brain's incredible power: its ability to actively re-wire itself. He's researching ways to harness the brain's plasticity to enhance our skills and recover lost function.
427,"And of course, we know it's all because of the -- all the ... Well, I don't know how else to say it to you, so I'll just say it my way: the ganeyvish schticklich coming from the governments and the, you know, the bankers and the Wall Street. You know it. Thank you for all that you do. And I'm just -- I'm so thrilled to be part of like your TED conference that you're doing and everything like that. I'm just trying not to be nervous because this is a very wonderful experience for me and everything. You know, like even, I mean I love like the name, the -- TED. I mean I know it's a real person and everything, but I'm just saying that like, you know, I think it's very cool how it's also an acronym, you know, which is like, you know, is like very high concept and everything like that. I like that. And if everybody, like all people really had access to that, it would be a very different world out there, as I know you know. But when Sarah Jones asked me to please come to TED, I said, well, you know, first, I don't know that, you know -- before two years ago, you would not find me in front of an audience of people, much less like this because I did not like to give speeches because I feel that, as an immigrant, I do not have good English skills for speaking.","john sutter: i'm so thrilled to be part of your TED conference. sutter: if everybody had access to that, it would be a very different world out there. sutter: as an immigrant, i feel that, as an immigrant, i do not have good english skills for speaking.","In this hilariously lively performance, actress Sarah Jones channels an opinionated elderly Jewish woman, a fast-talking Dominican college student and more, giving TED2009 just a sample of her spectacular character range."
428,"But we're now up to 55 countries in the world, have had this virus emerge, in either birds, or people or both. It's not going to do us very much good in a global pandemic. Most of these people don't actually know what their job will be. Most local facilities would all be competing to try and get their hands on their piece of the federal stockpile of a drug called Tamiflu, which may or may not be helpful -- I'll get into that -- of available vaccines, and any other treatments, and masks, and anything that's been stockpiled. Can we figure out a way, since we know we won't have enough masks because we don't make them in America anymore, they're all made in China -- do we need N95? And then you're on your own because the pandemic is going to last for 18 to 24 months. But I guess the other thing to add is, if you do have employees, and you do have a company, I think you have certain responsibilities to demonstrate that you are thinking ahead for them, and you are trying to plan. But we're not there. But we don't really know. But it turns out that in 1918 that was not the case at all.","gene seymour: we're up to 55 countries in the world, have had this virus emerge. he says it's not going to do us very much good in a global pandemic. seymour: most local facilities would all be competing to try and get their piece of stockpile. he says it turns out in 1918 that was not the case at all.","In 2007, as the world worried about a possible avian flu epidemic, Laurie Garrett, author of ""The Coming Plague,"" gave this powerful talk to a small TED University audience. Her insights from past pandemics are suddenly more relevant than ever."
429,"And I promised to come back and give you an update on how that machine worked. So this is it. On the 10th of September last year we turned the machine on for the first time. And this picture was taken by ATLAS. Now the engineers amongst you will look at them and say, ""No they don't. In one of the joints between over 9,000 magnets in LHC, there was a manufacturing defect. We had to take them out, which we did. They're all on their way back underground now. We will switch it on, and we expect to take data in June or July, and continue with our quest to find out what the building blocks of the universe are. I will leave the final word to an English scientist, Humphrey Davy, who, I suspect, when defending his protege's useless experiments -- his protege was Michael Faraday -- said this, ""Nothing is so dangerous to the progress of the human mind than to assume that our views of science are ultimate, that there are no mysteries in nature, that our triumphs are complete, and that there are no new worlds to conquer.""","john sutter: atLAS turned on a machine that had a manufacturing defect. sutter: we expect to take data in June or July, and continue with our quest. he says it's dangerous to assume our views of science are ultimate, that there are no mysteries in nature. sutter: if you want to know more, you need to go to www.atlas.org.","In this short talk from TED U 2009, Brian Cox shares what's new with the CERN supercollider. He covers the repairs now underway and what the future holds for the largest science experiment ever attempted."
430,"If we can get enough of these streams of information together, we can perhaps start to understand the war. So this is exactly what I did. It's all in the streams of information we consume daily, we just have to know how to pull it out. What if we were to look at the distribution of the sizes of attacks? And you can see here on the horizontal axis you've got the number of people killed in an attack or the size of the attack. We looked around the world at all the data we could get our hands on. So what? So what's going on? Either we're back where we started and the surge has had no effect; or finally the groups have been fragmented to the extent that we can start to think about maybe moving out. I don't know what the answer is to that.","bob greene: if we can get enough of these streams of information together, we can perhaps start to understand the war. he says we looked around the world at all the data we could get our hands on. greene: either we're back where we started and the surge has had no effect.","By analyzing raw data on violent incidents in the Iraq war and others, Sean Gourley and his team claim to have found a surprisingly strong mathematical relationship linking the fatality and frequency of attacks."
431,"But I think it does matter which way we go and what road we take, because when I think about design in the near future, what I think are the most important issues, what's really crucial and vital, is that we need to revitalize the arts and sciences right now, in 2002. (Applause) If we describe the near future as 10, 20, 15 years from now, that means that what we do today is going to be critically important, because in the year 2015, in the year 2020, 2025, the world our society is going to be building on, the basic knowledge and abstract ideas, the discoveries that we came up with today, just as all these wonderful things we're hearing about here at the TED conference that we take for granted in the world right now, were really knowledge and ideas that came up in the 50s, the 60s and the 70s. What do we have to do? But I'm going to let you know that some folks in the outside world, believe it or not, think it's neat when they say, ""Scientists and science is not creative. But when I think about the '60s, what I took away from it was that there was hope for the future. But, we've even had that here on stage, so don't act like you don't know what I'm talking about. How does understanding science and the arts fit into our lives and what's going on and the things we're talking about here at the design conference? That doesn't mean that everything has to have one thing that's going to go on, or that we know exactly what's going to be the outcome of it, but that we support the vitality and the intellectual curiosity that goes along [with it]. So we have to really stop and think: What are we trying to do with the sciences and the arts? Here's how you judge what you're doing: I talked about that balance between intuitive, analytical.","designers need to revitalize the arts and sciences in the near future, john sutter says. sutter: ""we have to really stop and think what are we trying to do with the sciences and the arts"" ""we have to really support the vitality and the intellectual curiosity that goes along,"" he says.","Mae Jemison is an astronaut, a doctor, an art collector, a dancer ... Telling stories from her own education and from her time in space, she calls on educators to teach both the arts and sciences, both intuition and logic, as one -- to create bold thinkers."
432,"And then there was a second level to this object, which is that it -- I wanted it to convey some proportions that I was interested in, which is the diameter of the Moon and the diameter of the Earth in proportion to each other. This is sculpture that I made that -- it's magnetically levitated. I have a sort of a collection of videos that I took of different installations, which I could narrate. This is a sculpture of the Sun and the Earth, in proportion. So here is the Earth. And then this is the first part of -- this is 109 spheres, since the Sun is 109 times the diameter of the Earth. And then each of these little spheres is the size of the Earth in proportion to the Sun. This is an idea of moving a sculpture, a ball, that would be directed around the room by a computer. There would be on board a crew of artists, musicians, that would allow the thing to become actually kind of a conscious object that would respond to the moment, and to interact as an entity that was aware, that could communicate. Primarily I would be interested in how it would interact with, say, going to a college campus, and then being used as a way of talking about the earth sciences, the world, the situation of the globe.","sculpture of the Sun and the Earth, in proportion to each other, is magnetically levitated. the object would be directed around a room by a computer. it would interact as an entity that was aware, that could communicate.","Tom Shannon shows off his gravity-defying, otherworldly sculpture -- made of simple, earthly materials -- that floats and spins like planets on magnets and suspension wire. It's science-inspired art at its most heavenly."
433,"Last year I showed these two slides so that demonstrate that the arctic ice cap, which for most of the last three million years has been the size of the lower 48 states, has shrunk by 40 percent. As you see, it expands to the dark blue -- that's the annual ice in winter, and it contracts in summer. In 25 years it's gone from this, to this. Already in some shallow lakes in Alaska, methane is actively bubbling up out of the water. If you look at in the context of history you can see what this is doing. Al Gore: This is the source of much of the coal in West Virginia. (Laughter) Video: Actor: Clean coal -- you've heard a lot about it. And while burning coal is one of the leading causes of global warming, the remarkable clean coal technology you see here changes everything. But now there is a bold new solution to get us out of this mess. Al Gore: This is the last one.",the arctic ice cap has shrunk by 40 percent in 25 years. methane is bubbling up out of the water in some shallow lakes in Alaska. a bold new solution is needed to get us out of this mess.,"At TED2009, Al Gore presents updated slides from around the globe to make the case that worrying climate trends are even worse than scientists predicted, and to make clear his stance on ""clean coal."""
434,"But I do want to talk to you about something that I think is dear to all of us. And I think it is because we feel that this kind of bread really is about authenticity. And while I'm starting to make some bread for you here, it's very important to understand what that revolution did to us. And don't despise the white bread because it really, I think, symbolizes the fact that bread and food have become plentiful and affordable to all. In the U.S. only one percent of the people are actually farmers. What we need to do is to go back to understanding what our food is about. And this is where I have to query all of you. What I want us to do is to keep up the science and even get more science in there but go to a kind of regional scale -- not just in terms of the scale of the fields, but in terms of the entire food network. So we can do that. I want you to think that every bite connects you to the past and the future: to these anonymous farmers, that first bred the first wheat varieties; and to the farmers of today, who've been making this.",white bread symbolizes the fact that bread and food have become plentiful and affordable. in the u.s. only one percent of the people are actually farmers. john sutter: we need to go back to understanding what our food is about.,"Louise Fresco shows us why we should celebrate mass-produced, supermarket-style white bread. She says environmentally sound mass production will feed the world, yet leave a role for small bakeries and traditional methods."
435,"But it got me thinking about the fact that these guys, at least most of them, know what it is that they do for a living. But we don't think about it that way. That's not what this is about. It's easy to look at what I've said so far, and say, ""Wait a minute, I don't have what it takes to be that kind of leader."" But that's about it. But if I can get other people to join my Climb and Ride, then together we can get something that we all want. Because for a lot of people, that's what they're in it for: the connections that are being made, one to the other. They want to be missed the day they don't show up. They commit to the people who are there. Do it.","donna brazile: it's easy to say, ""wait a minute, i don't have what it takes to be that kind of leader"" brazile: if I can get other people to join my Climb and Ride, then we can get something that we all want. brazile: for a lot of people, that's what they're in it for: the connections that are being made.","Seth Godin argues the Internet has ended mass marketing and revived a human social unit from the distant past: tribes. Founded on shared ideas and values, tribes give ordinary people the power to lead and make big change. He urges us to do so."
436,"What we are showing here is -- on this axis here, I'm showing percent of infected adults. Now you have understood the graph and now, in the next 60 seconds, we will play the HIV epidemic in the world. In the last two to three years, we have reached a steady state of HIV epidemic in the world. So, when we look at the pattern, one thing comes out very clearly: you see the blue bubbles and people say HIV is very high in Africa. (Laughter) And so it is in Africa -- it's a lot of difference. See the difference within one African country -- it goes from very low level to very high level, and most of the provinces in Kenya is quite modest. Look, the highly infected are four percent of all population and they hold 50 percent of the HIV-infected. But, there is one part of Africa -- and the difficult thing is, at the same time, not to make a uniform statement about Africa, not to come to simple ideas of why it is like this, on one hand. Vodka -- and it goes on like this, you know? And we hope that when we act on global problems in the future we will not only have the heart, we will not only have the money, but we will also use the brain.","in the last two to three years, we have reached a steady state of HIV epidemic in the world. the highly infected are four percent of all population and they hold 50 percent of the HIV-infected. we hope that when we act on global problems in the future we will have the heart.","Hans Rosling unveils data visuals that untangle the complex risk factors of one of the world's deadliest (and most misunderstood) diseases: HIV. By following the data, he suggests a surprising key to ending the epidemic."
437,"The third set of ideas are what I call as ""ideas that we argue about"" -- those are ideas where we have a fight, an ideological battle about how to do things. Because when you are a developing country in the world where you can see the problems that other countries are having, you can actually anticipate what that did and do things very differently. India is going to have a lot of young people with a demographic dividend for the next 30 years. What is unique about this demographic dividend is that India will be the only country in the world to have this demographic dividend. I believe these six factors -- the rise of the notion of population as human capital, the rise of Indian entrepreneurs, the rise of English as a language of aspiration, technology as something empowering, globalization as a positive factor, and the deepening of democracy -- has contributed to why India is today growing at rates it has never seen before. Therefore we need to create a new set of labor laws, which are not as onerous as they are today. At the same time give a policy for a lot more people to be in the formal sector, and create the jobs for the millions of people that we need to create jobs for. The first thing is, we're very fortunate that technology is at a point where it is much more advanced than when other countries had the development. And it is important to prove that growth and democracy are not incompatible, that you can have a democracy, that you can have an open society, and you can have growth. When India was growing at about three, 3.5 percent and the population was growing at two percent, its per capita income was doubling every 45 years.",india will be the only country in the world to have this demographic dividend for the next 30 years. india is growing at rates it has never seen before. we need to create a new set of labor laws that are not as onerous as they are today.,"Nandan Nilekani, the visionary co-founder of outsourcing pioneer Infosys, explains four brands of ideas that will determine whether India can continue its recent breakneck progress."
438,"♫ ♫ I gotta get up, get up, get up, get up ♫ ♫ Wake up, wake up, wake up, wake up ♫ ♫ I see what you're saying ♫ ♫ We sent a demo to the world, they said it sounds like Take 6 ♫ ♫ I said ""Hold on, wait a minute, I'll be back with the remix"" ♫ ♫ They looking at us funny, we can't make any money ♫ ♫ It took us years to figure out that we was dealing with dummies ♫ ♫ They didn't understand the sound from the Bronx, that's the boogie down ♫ ♫ to Huntsville, Alabama, there's no circles in my planner, so ♫ ♫ It was time to make the product, so we hooked up with Townsend ♫ ♫ Made a deal with John Neal, on the road sold ten thousand ♫ ♫ WBA, that means a trip to Nashville ♫ ♫ Festplatte showed up and said them boys are naturals ♫ ♫ Can you hear what they were hearing? ♫ ♫ Fly baby! This ain't no time to rest ♫ ♫ Come on fly baby, we got work to do ♫ ♫ Here we go, spread my wings and ... ♫ ♫ Fly baby! This ain't no time to rest ♫ ♫ Fly baby! We got work to do ♫ ♫ Here we go, spread my wings and ... ♫ ♫ Fly baby! Fly baby fly ♫ ♫ Fly baby! Fly baby high ♫ ♫ Fly baby! ♫ We're ready to fly! ♫ (Applause) Thank you very much. (Applause)","on the road sold ten thousand   WBA, that means a trip to Nashville. Festplatte showed up and said boys are naturals   Can you hear what they were hearing?","One-of-a-kind R&B group Naturally 7 beatboxes an orchestra's worth of instruments to groove through their smooth single, ""Fly Baby."""
439,"And by the way he convicted me as a plunderer of the earth. And I then challenged the people of Interface, my company, to lead our company and the entire industrial world to sustainability, which we defined as eventually operating our petroleum-intensive company in such a way as to take from the earth only what can be renewed by the earth, naturally and rapidly -- not another fresh drop of oil -- and to do no harm to the biosphere. But I realized, for that to be true -- for theft of our children's future to be a crime -- there must be a clear, demonstrable alternative to the take-make-waste industrial system that so dominates our civilization, and is the major culprit, stealing our children's future, by digging up the earth and converting it to products that quickly become waste in a landfill or an incinerator -- in short, digging up the earth and converting it to pollution. I wanted Interface to rewrite that equation so that it read I equals P times A divided by T. Now, the mathematically-minded will see immediately that T in the numerator increases impact -- a bad thing -- but T in the denominator decreases impact. In the new industrial revolution extractive must be replaced by renewable; linear by cyclical; fossil fuel energy by renewable energy, sunlight; wasteful by waste-free; and abusive by benign; and labor productivity by resource productivity. (Laughter) If we can actually do it, it must be possible. Not I. And when I read it it was one of the most uplifting moments of my life. The way the cost of what I squander, what is lost, if ever I forget that you will someday come and live here too."" Well, every day of my life since, ""Tomorrow's Child"" has spoken to me with one simple but profound message, which I presume to share with you.","""tomorrow's child"" convicted me as a plunderer of the earth. eric liu: for theft of our children's future to be a crime, there must be alternative to take-make-waste. liu: in the new industrial revolution extractive must be replaced by renewable energy. liu: if we can actually do it, it must be possible. not I.","At his carpet company, Ray Anderson has increased sales and doubled profits while turning the traditional ""take / make / waste"" industrial system on its head. In a gentle, understated way, he shares a powerful vision for sustainable commerce."
440,"If you really want to do it, you have to do it."" I said, ""I don't want to write about my research. So I said, ""Okay, if I have to do it --"" I had a sabbatical. I want you to think about illusion as a metaphor. And if we have these predictable repeatable mistakes in vision, which we're so good at, what are the chances we won't make even more mistakes in something we're not as good at, for example, financial decision-making. (Laughter) Something we don't have an evolutionary reason to do, we don't have a specialized part of the brain for, and we don't do that many hours of the day. But if you look at this plot, you can see that countries that we think about as very similar, actually exhibit very different behavior. For example, Sweden is all the way on the right, and Denmark, which we think is culturally very similar, is all the way on the left. And it's so complex that we don't know what to do. And because we have no idea what to do, we just pick whatever it was that was chosen for us.","bob greene: illusion is so complex that we don't know what to do. he says countries that we think about as very similar, actually exhibit very different behavior. he says we don't know what to do because we have no idea what to do. greene: if we don't know what to do, we just pick whatever it was that was chosen for us.","Behavioral economist Dan Ariely, the author of Predictably Irrational, uses classic visual illusions and his own counterintuitive (and sometimes shocking) research findings to show how we're not as rational as we think when we make decisions."
441,"(Laughter) When I was working on the book, I interviewed a woman who can think herself to orgasm. Now in one of these brain-dead people, if you trigger the right spot, you will see something every now and then. (Laughter) I said, ""So, could you conceivably trigger an orgasm in a dead person?"" And they decided, being Masters and Johnson, that they would get to the bottom of it. This is the 1950s. (Laughter) This is it. There is a point in this video, towards the beginning, where they zoom in for a close up of his hand with his wedding ring, as if to say, ""It's okay, it's just his job. And I said, ""So why don't you just stimulate the clitoris of the pig? I have to read you what she said, because I love it. Doctor Kinsey had heard -- and there was a theory going around at the time, this being the 1940s -- that the force with which semen is thrown against the cervix was a factor in fertility.",the force with which semen is thrown against the cervix was a factor in fertility. the force with which semen is thrown against the cervix was a factor in fertility.,"""Bonk"" author Mary Roach delves into obscure scientific research, some of it centuries old, to make 10 surprising claims about sexual climax, ranging from the bizarre to the hilarious. (This talk is aimed at adults. Viewer discretion advised.)"
442,"Two years ago here at TED I reported that we had discovered at Saturn, with the Cassini Spacecraft, an anomalously warm and geologically active region at the southern tip of the small Saturnine moon Enceladus, seen here. This region seen here for the first time in the Cassini image taken in 2005. And I also reported that we'd made this mind-blowing discovery -- this once-in-a-lifetime discovery of towering jets erupting from those fractures at the south pole, consisting of tiny water ice crystals accompanied by water vapor and simple organic compounds like carbon dioxide and methane. And at that time two years ago I mentioned that we were speculating that these jets might in fact be geysers, and erupting from pockets or chambers of liquid water underneath the surface, but we weren't really sure. However, the implications of those results -- of a possible environment within this moon that could support prebiotic chemistry, and perhaps life itself -- were so exciting that, in the intervening two years, we have focused more on Enceladus. While they're not amino acids, we're now finding things like propane and benzene, hydrogen cyanide, and formaldehyde. So we are very encouraged by these results. And we are much more confident now than we were two years ago that we might indeed have on this moon, under the south pole, an environment or a zone that is hospitable to living organisms. But in the meantime I invite you to imagine the day when we might journey to the Saturnine system, and visit the Enceladus interplanetary geyser park, just because we can. (Applause)","two years ago we discovered an anomalously warm and geologically active region at the south pole. we're now finding things like propane and benzene, hydrogen cyanide, and formaldehyde. i invite you to imagine the day when we might journey to the Saturnine system.","Carolyn Porco shares exciting new findings from the Cassini spacecraft's recent sweep of one of Saturn's moons, Enceladus. Samples gathered from the moon's icy geysers hint that an ocean under its surface could harbor life."
443,"And I would like to share with you some of the bits of the conversation that we started with. FN: And I also had an interest in dangerous inventions. YB: To the dismay of my mother, this is dangerous teenage fashion right there. YB: So, wind power, solar power -- we had a lot to talk about. We had a lot that got us excited. YB: And we made a baby. (Laughter) FN: Can you bring out our baby? (Applause) This baby is fully electric. Really the exciting thing about a motorcycle is just the beautiful integration of engineering and design. YB: Thank you.","FN and FN had a lot to talk about. wind power, solar power -- we had a lot that got us excited. FN: this baby is fully electric.","Yves Béhar and Forrest North unveil Mission One, a sleek, powerful electric motorcycle. They share slides from distant (yet similar) childhoods that show how collaboration kick-started their friendship -- and shared dreams."
444,"I'm here because I have a very important message: I think we have found the most important factor for success. Psychology professor took kids that were four years old and put them in a room all by themselves. And he would tell the child, a four-year-old kid, ""Johnny, I am going to leave you here with a marshmallow for 15 minutes. To tell a four-year-old kid to wait 15 minutes for something that they like, is equivalent to telling us, ""We'll bring you coffee in two hours."" What's interesting is that one out of three would look at the marshmallow and go like this ... Would look at it. They went to look for these kids who were now 18 and 19. And they found that 100 percent of the children that had not eaten the marshmallow were successful. A great percentage of the kids that ate the marshmallow, they were in trouble. (Spanish) (Laughter) So what happened in Colombia? This is so good that we want a marshmallow book for children.",bob greene: we've found the most important factor for success: a marshmallow. he says 100 percent of kids that had not eaten the marshmallow were successful. greene: we want a marshmallow book for children. it's so good that we want a marshmallow book.,"In this short talk from TED U, Joachim de Posada shares a landmark experiment on delayed gratification -- and how it can predict future success. With priceless video of kids trying their hardest not to eat the marshmallow."
445,"(Recording of crowd cheering) The world has a new mania. A mania for learning English. Students: I want to change my life! S: I don't want to let myself down! If you're a Chinese student, you start learning English in the third grade, by law. Opportunity for a better life, a job, to be able to pay for school, or put better food on the table. The intensity to learn English is almost unimaginable, unless you witness it. English is the world's second language. Not because America is pushing it, but because the world is pulling it. Like the harnessing of electricity in our cities, or the fall of the Berlin Wall, English represents hope for a better future -- a future where the world has a common language to solve its common problems.","the intensity to learn English is almost unimaginable, unless you witness it. like the harnessing of electricity in our cities, or the fall of the Berlin wall, English represents hope for a better future.","Jay Walker explains why two billion people around the world are trying to learn English. He shares photos and spine-tingling audio of Chinese students rehearsing English -- ""the world's second language"" -- by the thousands."
446,"(Applause) And while this is not my first visit to the U.K., I have to say that I am glad that this is my first official visit. And my brother and I were raised with all that you really need: love, strong values and a belief that with a good education and a whole lot of hard work, that there was nothing that we could not do. She's an active presence in their lives, as well as mine, and is instilling in them the same values that she taught me and my brother: things like compassion, and integrity, and confidence, and perseverance -- all of that wrapped up in an unconditional love that only a grandmother can give. And when we first met, one of the things that I remember is that he took me out on a date. He talked about ""the world as it is"" and ""the world as it should be."" And he urged the people in that meeting, in that community, to devote themselves to closing the gap between those two ideas, to work together to try to make the world as it is and the world as it should be, one and the same. That's why all of this that you're going through -- the ups and the downs, the teachers that you love and the teachers that you don't -- why it's so important. That is the reality of the world that we live in. And I hope in pursuing your dreams, you all remain resolute, that you go forward without limits, and that you use your talents -- because there are many; we've seen them; it's there -- that you use them to create the world as it should be. We know you can do it.","cnn's richard quest is on his first official visit to the united kingdom. quest: my brother and i were raised with all that you really need: love, strong values. quest: my grandmother is an active presence in their lives, as well as my brother's. quest: she is instilling in them the same values that only a grandmother can give.","Speaking to an audience of students, US First Lady Michelle Obama reminds each one to take their education seriously -- and never take it for granted. This new, brilliant generation, she tells us, is the one that could close the gap between the world as it is and the world as it should be."
447,"All these things, they come back to plants. And plants sometimes find it rather difficult to move because there might be cities and other things in the way. So if all human life depends on plants, doesn't it make sense that perhaps we should try to save them? So if you're going to build a seed bank, you have to decide what you're going to store in it. And we decided that what we want to store first of all, are the species that are most under threat. And the main thing is that you have to dry them very carefully, at low temperature. And these seeds will be able to germinate, we believe, with many of the species, in thousands of years, and certainly in hundreds of years. That means that we know the right combination of heat and cold and the cycles that you have to get to make the seed germinate. And then we grow these things, and we tell people, back in the countries where these seeds have come from, ""Look, actually we're not just storing this to get the seeds later, but we can give you this information about how to germinate these difficult plants."" So in habitats that have already been damaged, like the tall grass prairie here in the USA, or in mined land in various countries, restoration is already happening because of these species -- and because of this collection.","a seed bank will store the species that are most under threat. the seeds will be able to germinate with many of the species, in thousands of years. restoration is already happening because of these species.","In this brief talk from TED U 2009, Jonathan Drori encourages us to save biodiversity -- one seed at a time. Reminding us that plants support human life, he shares the vision of the Millennium Seed Bank, which has stored over 3 billion seeds to date from dwindling yet essential plant species."
448,"I was thinking about my place in the universe, and about my first thought about what infinity might mean, when I was a child. And I thought that if time could reach forwards and backwards infinitely, doesn't that mean that every point in time is really infinitely small, and therefore somewhat meaningless. So we don't really have a place in the universe, as far as on a time line. But nothing else does either. And so therefore this music you're about to hear is maybe the most important music you'll ever hear in your life. (Laughter) (Applause) (Applause) Thank you. (Applause) (Applause) For those of you who I'll be fortunate enough to meet afterwards, you could please refrain from saying, ""Oh my god, you're so much shorter in real life."" (Laughter) Because it's like the stage is an optical illusion, for some reason. I don't know what it is. I get asked in interviews a lot, ""My god, you're guitars are so gigantic!""","this is the most important music you'll ever hear in your life. it's like the stage is an optical illusion, for some reason. i get asked in interviews a lot, ""my god, you're guitars are so gigantic!""","Kaki King, the first female on Rolling Stone's ""guitar god"" list, rocks out to a full live set at TED2008, including her breakout single, ""Playing with Pink Noise."" Jaw-dropping virtuosity meets a guitar technique that truly stands out."
449,"College presidents are not the first people who come to mind when the subject is the uses of the creative imagination. What kind of a world can we be making?"" We are not even on the list when it comes to our responsibility for the health of this democracy. You are not the first to try to figure this out, just as you are unlikely to be the last. Mediation and improvisation also assume a special place in this new pantheon. As is a capacity to discriminate systematically between what is at the core and what is at the periphery. The most important discovery we made in our focus on public action was to appreciate that the hard choices are not between good and evil, but between competing goods. This is a political education, to be sure. So the challenge for Bennington is to do it. So what do you do when you feel overwhelmed?",david rothkopf: college presidents are not the first to think about creative imagining. he says you are unlikely to be the last when it comes to our responsibility for democracy. rothkopf: the challenge for Bennington is to do it. what do you do when you feel overwhelmed?,"Bennington president Liz Coleman delivers a call-to-arms for radical reform in higher education. Bucking the trend to push students toward increasingly narrow areas of study, she proposes a truly cross-disciplinary education -- one that dynamically combines all areas of study to address the great problems of our day."
450,"But the pace of exponential growth is really what describes information technologies. And that was the end of the shrinking of vacuum tubes, but it was not the end of the exponential growth of computing. I was a little nervous because maybe the data wouldn't be right, but I've done this now for 30 years, and it has stayed on this exponential progression. We've had 18 percent growth in constant dollars in every form of information technology for the last half-century, despite the fact that you can get twice as much of it each year. Because if you double one percent seven more times, which is exactly what happened, you get 100 percent. And we will have plenty of computation as we go through the 21st century to do things like simulate regions of the human brain. But where will we get the software? And all of this has fueled an increase, very smooth and predictable, of productivity. When I was a student it was across campus, now it's in our pockets. Then we are going to apply them to the other areas, like energy, ecology, policy law and ethics, entrepreneurship, so that people can bring these new technologies to the world.","bob greene: we've had 18 percent growth in constant dollars in every form of information technology. he says we will have plenty of computation as we go through the 21st century. greene: when i was a student it was across campus, now it's in our pockets.","Ray Kurzweil's latest graphs show that technology's breakneck advances will only accelerate -- recession or not. He unveils his new project, Singularity University, to study oncoming tech and guide it to benefit humanity."
